Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2014,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,,32.04,specimens,mg,S,W
2014,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,290,,specimens,,S,W
2014,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,IE,MG,,,148,ears,mg,S,W
2014,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,US,MG,,,7.62,specimens,ml,S,W
2014,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,US,MG,,4,120,specimens,,S,W
2014,I,Microcebus berthae,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,,6,specimens,mg,S,W
2014,I,Microcebus griseorufus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,,50,hair,g,S,W
2014,I,Microcebus griseorufus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,,100,specimens,g,S,W
2014,I,Microcebus griseorufus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,150,,specimens,mg,S,W
2014,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,,29,hair,g,S,W
2014,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,,50,hair,mg,S,W
2014,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,,100,specimens,g,S,W
2014,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,157.84,6,specimens,mg,S,W
2014,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,1200,1200,specimens,,S,W
2014,I,Microcebus ravelobensis,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,8.24,,specimens,mg,S,W
2014,I,Microcebus rufus,Mammalia,Primates,Cheirogaleidae,Microcebus,US,MG,,,226.45,specimens,ml,S,W
2014,I,Microcebus rufus,Mammalia,Primates,Cheirogaleidae,Microcebus,US,MG,,,123,specimens,,S,W
2014,I,Microcebus simmonsi,Mammalia,Primates,Cheirogaleidae,Microcebus,PT,MG,,,32,specimens,g,S,W
2014,I,Microcebus tavaratra,Mammalia,Primates,Cheirogaleidae,Microcebus,PT,MG,,,16,hair,g,S,W
2014,I,Microcebus tavaratra,Mammalia,Primates,Cheirogaleidae,Microcebus,PT,MG,,,200,specimens,g,S,W
2014,I,Microcebus tavaratra,Mammalia,Primates,Cheirogaleidae,Microcebus,PT,MG,,0.032,,specimens,kg,S,W
2014,I,Mirza coquereli,Mammalia,Primates,Cheirogaleidae,Mirza,DE,MG,,,12,specimens,mg,S,W
2014,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,AU,NZ,,,0.1,specimens,cm3,S,W
2014,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,FR,MZ,,100,,specimens,,S,W
2014,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,JP,ZZ,,3,,specimens,g,S,W
2014,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,JP,ZZ,,10,,specimens,ml,S,W
2014,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,BM,,1,1,specimens,,S,W
2014,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,BR,,,70,bodies,,S,W
2014,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,BS,,,400,specimens,,S,W
2014,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,NI,,3,4,specimens,,S,W
2014,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,ZZ,,36,,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,AU,NZ,,,24.1,specimens,cm3,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CO,SR,,,2400,specimens,ml,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CO,SR,,,14,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,DE,BR,,,25,skins,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,KY,,,500,specimens,,S,F
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,KY,,1000,1000,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,AU,,877,,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BM,,386,386,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BR,,,70,bodies,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BS,,256,600,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CR,,132,832,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FR,,,859,specimens,g,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,GH,,5,5,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HK,TW,,18,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HK,XX,,15,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,KY,,,580,specimens,,S,F
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,NC,,500,,specimens,g,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,NI,,3,5,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,PF,,2,,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,SR,,136,,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,SV,,19,,specimens,,S,I
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,SV,,33,,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,VE,,,300,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,ZZ,,7,,bodies,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,ZZ,,9,,specimens,,S,W
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,FR,,50,50,specimens,kg,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,NZ,,,5.9,specimens,cm3,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,BB,GP,,100,,specimens,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,BM,,6,6,specimens,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,BS,,3,400,specimens,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,CR,,46,,specimens,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,GT,,,7,specimens,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,HK,TW,,1,specimens,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,HK,,,4,specimens,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,NI,,,340,shells,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,NI,,2995,296,specimens,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,SV,,1418,1418,specimens,,S,W
2014,I,Eretmochelys imbricata bissa,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,AU,,22,,specimens,,S,W
2014,I,Eretmochelys imbricata imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,AG,,3090,,specimens,,S,W
2014,I,Lepidochelys kempii,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,KY,,,9,specimens,,S,F
2014,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,AU,NZ,,,7,specimens,cm3,S,W
2014,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,DE,BR,,,15,skins,,S,W
2014,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,ES,MX,,,1000,specimens,g,S,W
2014,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,ES,MX,,,400,specimens,ml,S,W
2014,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,CR,,93,882,specimens,,S,W
2014,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,GH,,111,111,specimens,,S,W
2014,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,HK,TW,,2,specimens,,S,W
2014,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,SV,,16,8,specimens,,S,W
2014,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,ZZ,,12,,bodies,,S,W
2014,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,ZZ,,17,,specimens,,S,W
2014,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,CR,,,16,eggs,,S,W
2014,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,CR,,,720,specimens,,S,W
